Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Kios Bandeng Ibu Giyanti (Lt2);menjual ikan bandeng;Banjarsari;Pasar Nusukan;Lain-lain;-7.5471074;110.8209746;;
Kios Sayur Bu Sumarmi;KIOS SAYURAN;Jebres;Pasar Sibela;Lain-lain;-7.5360313;110.8455596;;
Taman Warno/ Kios Pak Marno Mutiara;Menjual tanaman hias;Banjarsari;Mangkubumen, Depan Pasar Nongko;Lain-lain;-7.5580558;110.8155922;;
Atuna Jahit;menerima jahitan baju dari para pelanggan;Jebres;"Pasar Panggung Rejo
Blok  B1 No.22";Fashion;-7.554677;110.855116;;
Nasi Liwet Bu Surani;MEMBUAT DAN MENJUAL NASI LIWET;Banjarsari;Kragilan Rt01 Rw12;Kuliner;-7.5364767;110.8281299;;
Wedangan Mpok Vir;membuat dan menjual menu wedangan;Banjarsari;Bibis Luhur Rt01 Rw22;Kuliner;-7.5503142;110.8348035;;
Warung Soto Bu Heru;MENJUAL NASI SOTO DAN ES TEH ;Banjarsari;Dukuhan Nayu;Kuliner;-7.5420564;110.8299548;;
Bungkus Sikel;jual sepatu ;Jebres;Debegan ;Fashion;-7.5518929;110.8409782;;
Jualan Keripik Ceker Sri Boga;menjual keripik ceker dari ceker ayam;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Kuliner;-7.5535103;110.8417235;;
Gas Bu Tuminah;jualan gas;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Lain-lain;-7.5537295;110.8414843;;
Warung Kelontong Novi;MENJUAL ROKOK, MIE INSTAN, GULA PASIR, DAN MAKANAN KECIL;Banjarsari;"Pringgading
Setabelan";Lain-lain;-7.5650356;110.8282376;;
"Panti Pijat Tuna Netra "" Dimas """;pijat refleksi dan kebugaran;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Lain-lain;-7.5542347;110.8418135;;
Bakso Goreng Mbah Kakung;beli bahan tepung, bumbu penyedap, minyak, telur dsb, jual bakso goreng;Pasar Kliwon;Sangkrah;Kuliner;-7.5766528;110.8429159;;
Bengkel Las;bengkel las;Jebres;Debegan;Lain-lain;-7.5527389;110.8399464;;
Warung Snack Berkah;menjual makanan ringan;Laweyan;Jajar;Kuliner;-7.5541145;110.7825863;;
Toko Kelontong Serly;gula pasir, minyak goreng, detergent, pewangi ;Jebres;Debegan ;Lain-lain;-7.5519533;110.8415633;;
Soto Ayam Mas Bib Joyosuran;menjual soto ayam;Pasar Kliwon;Gabudan ;Kuliner;-7.5889484;110.8285667;;
Leny Collection;menjual baju;Pasar Kliwon;Kedunglumbu;Fashion;-7.5769535;110.8362256;;
Sosis Solo(Sosis Basah) Mb Anggi;membuat dan menjual sosis solo atau sosis basah ;Pasar Kliwon;Sangkrah Rt 2/6;Kuliner;-7.5768145;110.8373541;;
Sablon Kaos Dwi Santoso;Melayani jasa sablon kaos;Jebres;Pucangsawit;Fashion;-7.5675;110.8541433;;
Snack Ringan;beli makanan snack, rambak kulit, usus ayam, markuni dll;Pasar Kliwon;Sangkrah;Kuliner;-7.5763647;110.842584;;
Jualan Bandeng;ikan bandeng;Pasar Kliwon;Sangkrah;Lain-lain;-7.5790529;110.8418018;;
Kios Daging Bu Sri;Kios Daging;Jebres;Pasar Sibela;Lain-lain;-7.5360379;110.8456984;;
Pangkalan Gas Elpiji 3 Kg Murtantini;gas elpiji 3 kg;Banjarsari;Sumber Krajan;Lain-lain;-7.5455672;110.8096564;;
Alvin Shoes;menjual sepatu dan sandal;Pasar Kliwon;"Btc Lantai 1 Blok A3-5
Jl.Mayor Sunaryo Kedung Lumbu";Fashion;-7.5735653;110.8313673;;
Jual Beli Brang Rosok;barang rosok;Pasar Kliwon;Sangkrah;Lain-lain;-7.5763718;110.8425747;;
Produsen Alat Beladiri;alat beladiri;Pasar Kliwon;Sangkrah;Lain-lain;-7.576085;110.8420367;;
Es Krim;es krim;Pasar Kliwon;Sangkrah;Kuliner;-7.576644;110.8429287;;
Toko Yanto;kebutuhan pokok rumah tangga;Laweyan;Blag Bligan;Lain-lain;-7.560939717582620;110.78442378580300;;
Es Degan Bu Suyamti;;Jebres;Pucangsawit;Kuliner;-7.5680501;110.8585824;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok E.07;Lain-lain;-7.562593944444440;110.8390273888880;;
Toko Kelontong Mulyo Jati;;Jebres;Pucangsawit;Lain-lain;-7.5678775;110.8551911;;
Warung Bu Subiyah;ayangniawati@gmail.com;Jebres;Pucangsawit;Lain-lain;-7.5673889;110.8545983;;
Toko Mbak Ely;;Jebres;Pucangsawit;Lain-lain;-7.5679298;110.854957;;
Kios Sembako;;Jebres;Kios Pasar Jebres Blok E.18;Lain-lain;-7.5627838;110.839599;;
Rujak Es Krim Pak Dalimin;dalimin34@gmail.com;Banjarsari;Bayan Krajan Rt 05 Rw 14 Kadipiro Banjarsari;Kuliner;-7.5298742;110.8130418;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok E.11;Lain-lain;-7.562599166666660;110.8390273888880;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok E.17;Lain-lain;-7.562613916666660;110.83905027777700;;
Toko Kelontong Pak Mardi;;Banjarsari;Bayan Krajan;Lain-lain;-7.529786;110.813098;;
Toko Kelontong Mbak Yuli;yulias123@gmail.com;Banjarsari;Ngipang;Lain-lain;-7.5266154;110.8126544;;
Warung Bu Praptini;galuhesteh12@gmail.com;Jebres;Pucangsawit;Lain-lain;-7.5669417;110.8557512;;
Toko Yahya;daryanti83@gmail.com;Banjarsari;Ngipang;Lain-lain;-7.52671;110.8127219;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok C.14;Lain-lain;-7.562646861111110;110.83914947222200;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok C.12;Lain-lain;-7.562701;110.8396625;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok F.01;Lain-lain;-7.5626429;110.8398026;;
Alila Shop;;Jebres;Pucangsawit;Lain-lain;-7.5675282;110.8549713;;
Warung Mak Harmi;;Jebres;Pucangsawit;Lain-lain;-7.5674068;110.8548922;;
Bubur Bu Sri;facrie86@gmail.com;Banjarsari;Tegalmulyo;Kuliner;-7.5656645;110.7999856;;
Tempe Gembus Sri Atun;;Jebres;Pucangsawit;Lain-lain;-7.5382378;110.8299704;;
Tempe Pak Ngadikun;;Jebres;Pucangsawit;Lain-lain;-7.566165;110.8539351;;
Warung Es Teh Parijanto;;Jebres;Pucangsawit;Kuliner;-7.5659217;110.854025;;
Kios Bunga Vian;;Jebres;Jl Ir Juanda, Pucangsawit;Lain-lain;-7.5678683;110.86009;;
Minuman Sari Jeruk;;Pasar Kliwon;Lojiwetan;Kuliner;-7.5721957;110.8299121;;
Kios Empon-Empon;;Jebres;Kios Pasar Jebres Blok C.09;Lain-lain;-7.5627547;110.839691;;
Kios Bumbu Dapur;;Jebres;Kios Pasar Jebres Blok A.16;Lain-lain;-7.562688805555550;110.83890533333300;;
Hik Pak Mulyadi;;Banjarsari;Cinderejo Kidul;Lain-lain;-7.5550234;110.8212234;;
Bakso Bakar Mbah Jum;trihartatik01@gmail.com;Banjarsari;Jl. Kahuripan Selatan 8 No 9;Kuliner;-7.5509383;110.8067616;;
Kios Bunga Edelweis;begebego1@gmail.com;Jebres;Jl Ir Juanda Pucangsawit;Lain-lain;-7.5683514;110.8597537;;
Bengkel Sholeh Motor;;Banjarsari;Praon;Lain-lain;-7.5474612;110.8146238;;
Soto Mbah Darmo;;Jebres;Debegan ;Kuliner;-7.5518771;110.840986;;
Pokecrotz;;Banjarsari;Praon;Lain-lain;-7.5471515;110.814744;;
Berkah Letter;khoirulumam78@gmail.com;Laweyan;Jajar;Lain-lain;-7.5565577;110.7858135;;
Kios Bunga Cempaka;;Jebres;Jl Ir Juanda, Pucangsawit;Lain-lain;-7.5679033;110.8599433;;
Warung Makan Mak Nah;;Jebres;Tegalarum Rt 02/31;Kuliner;-7.5438655;110.8383451;;
Kios Dahlia;mitalutfinurani@gmail.com;Jebres;Jl Ir Juanda Pucangsawit;Lain-lain;-7.5683514;110.8597537;;
Ayam Goreng Bu Jum;jumiyem06@gmail.com;Laweyan;Brengosan;Kuliner;-7.5609259;110.8006711;;
Warung Makan Brrow Putut;bayurobyardyaw@gmail.com;Banjarsari;Jl. Kahuripan Barat Ii;Kuliner;-7.549721;110.8068045;;
Wedang Ronde Dan Asle;;Jebres;Pucangsawit;Kuliner;-7.5671455;110.8576738;;
Mie Goreng Hot Es Buah Dan Ayam Adik Ciko;ah26091978@gmail.com;Laweyan;Lor Pasar Rt.01/01 Laweyan, Laweyan, Surakarta;Kuliner;-7.5703239;110.7971523;;
Aluminium Carstenz;eddycarstenz@gmail.com;Pasar Kliwon;Semanggi;Kriya;-7.5810847;110.8343454;;
Nasi Goreng Lek Wer;;Pasar Kliwon;Sangkrah Rt 06 Rw 10;Kuliner;-7.5799209;110.8392711;;
Aneka Minuman;;Pasar Kliwon;Lojiwetan;Kuliner;-7.572883;110.8298782;;
Warung Ayam Penyet Mbak Tanti;;Serengan ;Kratonan;Kuliner;-7.5808502;110.8195711;;
Hasan Onderdil;hasanooo@gmail.com;Pasar Kliwon;Semanggi;Lain-lain;-7.5865472;110.8396037;;
Warung Makan Babe;;Jebres;Tegalarum Rt 01/31;Kuliner;-7.5456429;110.8390997;;
Ayam Geprek Mbak Yuli;DESAIN.KAOSKU2020@gmail.com;Jebres;Jagalan;Kuliner;-7.5691168;110.8464071;;
Pengrajin Akik Pak Suroto;mmkiki282@gmail.com;Pasar Kliwon;Semanggi;Kriya;-7.5812333;110.8342276;;
Warung Makan Mas Didik;dicktok0@gmail.com;Pasar Kliwon;Semanggi;Kuliner;-7.5845786;110.8399208;;
Jasa Keropok Kepala Kambing Surati;nauraarashya1396@gmail.com;Pasar Kliwon;Semanggi;Lain-lain;-7.5807347;110.8347727;;
Pedagang Lumpia;;Jebres;Pasar Gede Surakarta;Kuliner;-7.5693517;110.831825;;
Ifha Makeover;wdihfa2511@gmail.com;Pasar Kliwon;Semanggi;Lain-lain;-7.5811866;110.8347896;;
Es Jus Mbak Dewi;sulistyowatidewi@gnail.com;Pasar Kliwon;Swmanggi;Kuliner;-7.5817321;110.8381846;;
Toko Snack Bu Siti;;Banjarsari;Jl. Kapten Piere Tendean No.87B, Nusukan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57135;Kuliner;-7.5464543;110.8210272;;
Warung Kelontong;;Banjarsari;Cinderejo Lor;Lain-lain;-7.5533284;110.8262748;;
Warung Kelontong;;Banjarsari;Cinderejo Lor;Lain-lain;-7.5528939;110.825849;;
Gorengan;;Banjarsari;Cinderejo Lor;Kuliner;-7.5528976;110.825669;;
Kios Sembako;;Jebres;Jalan Purwopuran No. 4;Lain-lain;-7.563187138888880;110.83805083333300;;
Kios Kelontong;;Jebres;Jalan Purwopuran;Lain-lain;-7.563100805555550;110.83802794444400;;
Kios Kerupuk;;Jebres;Jalan Purwopuran No 3;Lain-lain;-7.562929138888880;110.83823394444400;;
Kios Makanan;;Jebres;Jalan Sindutan No 3;Kuliner;-7.562864805555550;110.83802794444400;;
Kios Sayuran;;Jebres;Jalan Sindutan No 5;Lain-lain;-7.562897222222220;110.83805844444400;;
Ekofee Dimsum;;Serengan ;Dawung Kulon;Kuliner;-7.5848524;110.8160271;;
Jual Tenongan Mbak Sartini;;Jebres;Jagalan;Kuliner;-7.5688493;110.8461864;;
Nasi Bandeng & Oseng Bu Mulyani;;Pasar Kliwon;Kampungbaru;Kuliner;-7.5683511;110.8305863;;
Tahu Goreng Sriyadi;;Serengan ;Dawung Kulon;Kuliner;-7.5855485;110.8152939;;
Jenang Tumpang;;Serengan ;Dawung Kulon;Kuliner;-7.5856845;110.8157284;;
Gethuk, Tape Dan Limpung Goreng;;Pasar Kliwon;Kampungbaru;Kuliner;-7.5683299;110.8305666;;
Warung Makan Bu Joko;;Banjarsari;Jl. Sutowijoyo;Kuliner;-7.5687753;110.8067775;;
Jual Barang Bekas;veradwiastika@gmail.com;Pasar Kliwon;Sangkrah;Lain-lain;-7.5775725;110.8395166;;
Toko Sembako Bu Ngadinem;85526353298;Banjarsari;Pasar Nusukan;Lain-lain;-7.547292194444440;110.82009122222200;;
Toko Sembako Pak Joko;82136738644;Banjarsari;Pasar Nusukan;Lain-lain;-7.547153;110.8208852;;
Toko Snack Bu Siti (Lt 2, Cc60);85602215660;Banjarsari;Pasar Nusukan;Kuliner;-7.5470706;110.820976;;
Warung Bu Srini;82135575330;Banjarsari;Pasar Nusukan;Lain-lain;-7.548194861111110;110.82120513888800;;
Kios Sembako Bu Tuginen;85876900490;Banjarsari;Pasar Nusukan;Lain-lain;-7.547555916666660;110.82120513888800;;
Toko Kelontong Bu Yatmi;85717123960;Banjarsari;Pasar Nusukan;Lain-lain;-7.547875833333330;110.82120513888800;;
Kios Sembako Pak Kumaidi;82139519989;Banjarsari;Pasar Nusukan;Lain-lain;-7.547875833333330;110.82120513888800;;
Toko Kelontong Adara;81393757350;Laweyan;Karang Turi;Lain-lain;-7.5664458;110.786148;;
Toko Buah Bu Tri;81466845357;Banjarsari;Pasar Nusukan;Lain-lain;-7.547309;110.8210922;;
Warung Makan Ananda;85726502014;Banjarsari;Tegalmulyo;Kuliner;-7.540018055555550;110.81875608333300;;
Warung Makan Soto Bu Marni;81243180021;Banjarsari;Prawit;Kuliner;-7.5405195;110.8198282;;
Mie Ayam Pak Suparno;82136089250;Banjarsari;Pasar Nusukan;Kuliner;-7.547204944444440;110.82107541666600;;
Perca;85219770095;Banjarsari;Jl Sumatra ;Fashion;-7.5644349;110.8209919;;
Wedangan;87700276376;Banjarsari;Jl.Rm Said No 35;Kuliner;-7.564225;110.8217699;;
Toko Berkah;85726046081;Serengan ;Pringgolayan;Lain-lain;-7.5819717;110.81217;;
Laundry;85775070856;Banjarsari;Jl Sumatra;Lain-lain;-7.5644965;110.8206504;;
Pom Mini;81327140272;Serengan ;Pringgolayan ;Lain-lain;-7.5821123;110.8123179;;
Kedai Makan;8812804756;Banjarsari;Ketelan;Kuliner;-7.5655206;110.8212492;;
Penjahit;85328712091;Banjarsari;Ketelan;Fashion;-7.5655231;110.8212499;;
Salon;81392766429;Banjarsari;Ketelan;Lain-lain;-7.5655235;110.8212481;;
Adam Putra Shuttelcok;82138099926;Serengan ;Pringgolayan ;Kriya;-7.5818369;110.812128;;
Penjahit Pakaian;85642229133;Banjarsari;Jl.Sumatra 3.No 7;Fashion;-7.5655204;110.8212463;;
Nasi Sayur Mbak Ika;8,59E+11;Pasar Kliwon;Mojo;Kuliner;-7.5916401;110.8272429;;
Sempol Goreng Bu Asih;;Pasar Kliwon;Mojo;Kuliner;-7.591901;110.8277931;;
Puding Mbak Naning;8811259684;Pasar Kliwon;Mojo;Kuliner;-7.5918633;110.8277735;;
Kelontong Bu Sutarsi;85867510497;Pasar Kliwon;Mojo;Lain-lain;-7.5911269;110.8284013;;
Warung Es;87827366403;Serengan ;Pringgolayan;Kuliner;-7.5819928;110.8122379;;
Snack Sri Rejeki;85879123330;Serengan ;Pringgolayan;Kuliner;-7.5818099;110.8123553;;
Cendono Putro;85329039400;Serengan ;Pringgolayan ;Lain-lain;-7.580905;110.8126367;;
Tela Tela Mbak Wurjaningsih;87807502638;Pasar Kliwon;Mojo;Kuliner;-7.5915065;110.8291214;;
Warung Kelontong Mbak Lusi;88221283915;Pasar Kliwon;Mojo;Lain-lain;-7.5916149;110.8293679;;
Warung Sayur Bu Sriati;;Pasar Kliwon;Mojo;Lain-lain;-7.5915938;110.8294025;;
Latengan Bu Wahyuni;82325182464;Pasar Kliwon;Mojo;Kuliner;-7.5903799;110.8279109;;
Wedang Ronde Pak Trimo;;Pasar Kliwon;Mojo;Kuliner;-7.5903799;110.8279109;;
Kelontong Bu Herni;88238544753;Pasar Kliwon;Mojo;Lain-lain;-7.5919745;110.8284118;;
Kitty Online;85725423910;Pasar Kliwon;Mojo;Lain-lain;-7.5875894;110.8326856;;
Wedangan Gaul;87836303507;Banjarsari;Tegalmulyo;Kuliner;-7.539941777777770;110.81845855555500;;
Es Teler 99;82322541790;Pasar Kliwon;Pasar Klewer Blok R.35;Kuliner;-7.575141666666660;110.82601944444400;;
Wedangan Bu Surati;85741100748;Banjarsari;Ki Mangun Sarkoro No20;Kuliner;-7.541206861111110;110.81875608333300;;
Wedangan Bu Mulyani;82328446844;Banjarsari;Jl Singosari Tegal Mulyo;Kuliner;-7.5417055;110.8167352;;
Toko Kelontong Bu Fransisca;88210196990;Banjarsari;Tegal Mulyo 01/01 Nusukan, Banjarsari;Lain-lain;-7.5402774;110.8191919;;
Warung Soto Bu Endang;8882713482;Banjarsari;Tegalmulyo;Kuliner;-7.541646;110.8186035;;
Tranportasi Puji;;Jebres;Pucangsawit;Lain-lain;-7.569055;110.8589267;;
Warung Es Mbak Menik;81548349748;Jebres;Kampung Joyoraharjan ;Kuliner;-7.5641839;110.8381041;;
Snack Akbar;8,82E+11;Laweyan;Panularan;Kuliner;-7.5592649;110.7564442;;
Berlian Helm;85867759998;Banjarsari;Jl. R. M. Said No.214, Mangkubumen;Lain-lain;-7.5530224;110.813235;;
Warung Makan Bu Ngatiyem;88215906507;Jebres;Tegalharjo;Kuliner;-7.5401739;110.8238317;;
Toko Kelontong Bu Jumirah;85867934608;Pasar Kliwon;Mojo;Lain-lain;-7.5912329;110.8284622;;
Tahu Fantasi Bu Sri Lestari;85292848900;Banjarsari;Sidorejo Rt.5/2;Kuliner;-7.557285;110.819005;;
Aneka Gorengan Bu Ngatiyem;8,96E+11;Pasar Kliwon;Mojo;Kuliner;-7.5915708;110.8283429;;
Pedagang Tempe;85875947368;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5694875;110.8317705;;
Kelontong Sumanik;;Jebres;Pucangsawit;Lain-lain;-7.5696917;110.8591483;;
Snack Bu Antini Pasar Gading;87760764885;Pasar Kliwon;Gurawan;Kuliner;-7.583433726780000;110.82655328552900;;
Kosmetik;83820356838;Banjarsari;Timuran Rt7 Rw 4 Banjarsari Surakarta;Lain-lain;-7.5682673;110.8180977;;
Snack Kemasan Cilik;89633607000;Laweyan;Panularan;Kuliner;-7.5590951;110.7564467;;
Bumbon Bu Sri;85647560666;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.569269;110.8317831;;
Pedagang Bumbu Dapur;85800734095;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5694015;110.8319374;;
Jasa Vulkanisir Ban Pak Sadiyo;81215717930;Jebres;Pucangsawit;Lain-lain;-7.5721283;110.8516483;;
Jus Buah Bu Atik;81380838780;Jebres;Pucangsawit;Kuliner;-7.5722383;110.850735;;
Warung Bubur Lemu Bu Maryani;87836627279;Jebres;Pucangsawit;Kuliner;-7.5723302;110.8510888;;
Mie Ayam Pak Kasmanto;8993193090;Jebres;Pucangsawit;Kuliner;-7.5720325;110.8502526;;
Toko Bu Elsyana Warsi;8,95E+11;Jebres;Pucangsawit;Lain-lain;-7.5707938;110.8518468;;
Warung Soto Mas Bib;81342883700;Pasar Kliwon;Gabudan;Kuliner;-7.5892167;110.827225;;
Jl Chicken (Kenthuki);83866119407;Pasar Kliwon;Gabudan;Kuliner;-7.5889689;110.8292806;;
Warung Makan Dina;85101990699;Pasar Kliwon;Kusumodilagan ;Kuliner;-7.5898213;110.827945;;
Jual Beli Burung Aditio;85602676867;Jebres;Pucangsawit;Lain-lain;-7.5706956;110.8512557;;
Warung Makan Bu Ribut;85884114513;Jebres;Pucangsawit;Kuliner;-7.5701188;110.8523236;;
Bengkel Erwan Spesialis Fu;81230045004;Jebres;Pucangsawit;Lain-lain;-7.5708838;110.8517962;;
Cilok;;Pasar Kliwon;Pasar Klewee Blok I.15;Kuliner;-7.575141666666660;110.82601944444400;;
Jaring Ikan Pak Esa;85326919595;Jebres;Pucangsawit;Kuliner;-7.5705085;110.851803;;
Ayam Kremes Mbak Silvi;87730748071;Pasar Kliwon;Pasar Klewer Blok I.14;Kuliner;-7.575141666666660;110.82601944444400;;
Kios Sayuran;85642029865;Jebres;Jalan Sindutan;Lain-lain;-7.562924805555550;110.83838652777700;;
Penyetan Mbak Retno;81575594665;Pasar Kliwon;Pasar Klewer Blok H.10;Kuliner;-7.575141666666660;110.82601944444400;;
Warung Makan Bu Hendro;81329660083;Banjarsari;Prawit;Kuliner;-7.544133166666660;110.81934355555500;;
Kios Sayuran;85875102758;Jebres;Jalan Sindutan;Lain-lain;-7.562878138888880;110.83840177777700;;
Naomi Axl Snack;85725096945;Jebres;Purwopuran ;Kuliner;-7.5635839;110.8366029;;
Sate Ayam Ala Kambing;85801258178;Banjarsari;Tegal Mulyo;Kuliner;-7.539997083333330;110.81865691666600;;
Barokah Collection;8,96E+11;Pasar Kliwon;Pasar Klewer Blok L. 26;Fashion;-7.575141666666660;110.82601944444400;;
Warung Makan Bu Cuti;;Banjarsari;Kadipiro;Kuliner;-7.5390787;110.8180197;;
Bakmi Pak Gun;81578585889;Banjarsari;Tegal Mulyo;Kuliner;-7.5402954;110.819211;;
Warung Makan Pak Di;85600014773;Pasar Kliwon;Pasar Klewer Blok H.4;Kuliner;-7.575370777777770;110.82602691666600;;
Batik Salma;87825642425;Pasar Kliwon;Pasar Klewer Lt. 4;Fashion;-7.575141666666660;110.82601944444400;;
Gorengan Bu Lasmi;;Pasar Kliwon;Pasar Klewer Blok J.2;Kuliner;-7.575197194444440;110.82608794444400;;
Warung Nasi Bungkus Bu Yanti;85713444318;Banjarsari;Tegal Mulyo;Kuliner;-7.5424244;110.8185411;;
Warung Makan Bu Suharmi;85867428186;Banjarsari;Pasar Nusukan;Kuliner;-7.5465056;110.8212906;;
Zian Laundry;81902786120;Banjarsari;Bibis Baru;Lain-lain;-7.5512365;110.8352683;;
Sumber Arta Batik;87739153444;Pasar Kliwon;Pasar Klewer Blok M.40;Fashion;-7.575141666666660;110.82601944444400;;
Warung Kelontong Cinta;;Banjarsari;Bibis Baru;Lain-lain;-7.5512095;110.8352268;;
Pangsit Goreng Dan Bakso Goreng/Bakar Mbak Siti;89503603586;Jebres;Jln Prof Wz Yohanes Timur Stasiun Jebres ;Kuliner;-7.5629404;110.8408756;;
Warung Makan Mbak Nur;85647427008;Banjarsari;Bibis Baru;Kuliner;-7.5505566;110.8351152;;
Warung Makan Soto Bu Tri;89668134802;Laweyan;Jl Parikesit2. Karang Turi;Kuliner;-7.566513055555550;110.78610991666600;;
Warung Makan Bu Mul;89384298069;Banjarsari;Pasar Nusukan;Kuliner;-7.5481953;110.8212055;;
Membuat Dan Menjual Jus;85879020373;Banjarsari;Cengklik Rt02 Rw20;Kuliner;-7.5476301;110.8281755;;
Ninik Tailor;81998899563;Banjarsari;Rusun Mangkubumen Lt.2;Fashion;-7.5556167;110.8172083;;
Abil Laundry;85728520830;Banjarsari;Rusun Mangkubumen Lt.1;Lain-lain;-7.5552532;110.8172536;;
Warung Klontong Ibu Sri;81548444952;Banjarsari;Rusun Mangkubumen Lt Dasar;Lain-lain;-7.5553648;110.8173793;;
Jus Dan Roti Bakar 2 Arah;88225420757;Banjarsari;Nataningratan Rt.03/05 Timuran;Kuliner;-7.5699067;110.8211063;;
Bengkel Budianto;81330106815;Jebres;Kepatihan Wetan ;Lain-lain;-7.5569001;110.8013131;;
Kios Baju Bekas Bu Saliyem Pasar Gading;85867137866;Pasar Kliwon;Gurawan;Fashion;-7.5836419;110.8260858;;
Dimsum Natalia;81234670211;Jebres;Kepatihan Wetan ;Kuliner;-7.5568932;110.801309;;
Soto Daging Sapi Elvita;;Jebres;Kepatihan Wetan ;Kuliner;-7.5568779;110.8013222;;
Warung Kelontong Bu Mujiarsih;85867995585;Jebres;Pucangsawit;Lain-lain;-7.5677326;110.8535285;;
Selat Ibuku;81225193922;Jebres;Kepatihan Wetan ;Lain-lain;-7.5568904;110.801311;;
Lenjongan Bu Sri Sukasmi Pasar Gading;85802740534;Pasar Kliwon;Gurawan;Kuliner;-7.5833171;110.8258656;;
Gorengan Bu Tumirah;;Jebres;Kepatihan Wetan ;Kuliner;-7.5568858;110.8013115;;
Toko Kelontong Bu Sumirah;;Jebres;Kepatihan Wetan ;Lain-lain;-7.5568853;110.8013123;;
Toko Kelontong Bu Suminem;;Jebres;Kepatihan Wetan ;Lain-lain;-7.5568894;110.8013152;;
Warung Makan Bu Parmi;82137382833;Jebres;Kepatihan Wetan ;Kuliner;-7.5568862;110.8013055;;
Pakan Burung Bu Parti;8522534645;Jebres;Kepatihan Wetan ;Lain-lain;-7.5569245;110.8013268;;
Grace Laundry;menyediakan  jasa cuci dan setrika pakaian;Jebres;Jl Surya Utama;Lain-lain;-7.559389;110.847729;;
Laundry Bu Sumiyem;menyediakan jasa cuci dan setrika pakaian;Jebres;Petoran;Lain-lain;-7.5593571;110.847011;;
Raina'S Kitchen;membuat piscok, aroma Keju, Banana Roll, Tahu Crispy, Tempe Mendoan;Pasar Kliwon;Kampungbaru ;Kuliner;-7.5718921;110.8280217;;
Bakmi Djowo Mas Kempling;memasak bakmi goreng, bakmi godok, nasi goreng,, cap Jay godok, cap Jay goreng, pak lay;Pasar Kliwon;Kampungbaru ;Kuliner;-7.5715832;110.8281032;;
Toko Kelontong Anda;menjual beras, gula, mie dsb;Banjarsari;Margoyudan ;Lain-lain;-7.5587202;110.829443;;
Jahitan Dan Permak Pakaian Bu Indri;menjahit dan mempermak pakaian di rumah;Banjarsari;Setabelan Rt 02 Rw 02;Fashion;-7.5616576;110.8291696;;
Toko Pakan Burung Rohmad;menjual pakan burung di pasar legi;Banjarsari;Jogobayan;Lain-lain;-7.5630624;110.8288272;;
Warung Kelontong;menjual beras, mie, gula dsb;Banjarsari;Jogobayan ;Lain-lain;-7.5622999;110.8274777;;
Pedagang Pakaian Bekas;beli klpakaian bekas cuci pewangi setrika  jual;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5790563;110.8417779;;
Jual Beli Rosok Pak Hardi;beli rosok dari penjual rosok timbang pilah jual agen;Pasar Kliwon;Sawahan Sangkrah;Lain-lain;-7.579048;110.8418001;;
Fotocopy Eksis;jasa foto copy,menjual alat tulis,buku tulis;Jebres;Tegalharjo;Digital;-7.5403451;110.8252343;;
Sate Ayam Mbk Nur;membuat dan menjual lontong sate ayam;Pasar Kliwon;Kampung Baru ;Kuliner;-7.5696125;110.8278958;;
Aneka Kuliner Roti;bhn tepung mentega soda kue.  pan. dst;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790461;110.8418008;;
Rice Bowl Natasha;beli nahan mie ayam bihun dsb penyedap rasa dasarkan jual;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.579468;110.8407041;;
Warung Nasi Sayur;beli bhn untuk usaha  nasi sayur beras lauk sayur lalu buka warung nunggu pembeli;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790471;110.8418013;;
Ayam Goreng Pak Wahyo;beli daging ayam tepung presto olah goreng dst sambal lalapan jual;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790451;110.8418008;;
Warung Bu Muryani;Menjual Makanan dan Minuman;Banjarsari;Tegal Asri Rt 01 Rw 017 Kadipiro, Banjarsari, Surakarta;Kuliner;-7.5307095;110.8280134;;
